0.65,0.62,0.00,0.00,0.00,0.08,0.00,0.48,0.07,0.00,0.00,0.64,0.74,0.03,0.68,0.00,0.00,0.61,0.13,0.00,0.00,0.00,0.00,0.11,0.00,0.48,0.00,0.00,0.06,0.02,0.01,0.00,0.05,0.11,0.09,0.00,0.58,0.01,0.19,0.00,0.00,0.44,0.52,0.01,0.05,0.01,0.75,0.08,0.09,0.19,0.00,0.08,0.11,0.02,0.02,0.00,0.14,0.00,0.00,0.00,0.59,0.00,0.00,0.05,0.17,0.00,0.00,0.63,0.03,0.02,0.08,0.00,0.00,0.00,0.13,0.00,0.04,0.69,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.03,0.00,0.64,0.07,0.10,0.17,0.65,0.68,0.00,0.00,0.69,0.03,0.19,0.00,0.00,0.00,0.56,0.00,0.08,0.00,0.04,0.17,0.00,0.55,0.00,0.02,0.00,0.00,0.00,0.07,0.03,0.00,0.05,0.00,0.68,0.01,0.32,0.03,0.13,0.01,0.55,0.00,0.50,0.53,-0.00,0.71,0.00,0.00,0.00,0.08,0.00,0.07,0.00,0.00,0.08,0.56,0.00,0.03,0.01,0.03,0.00,0.16,0.03,0.73,0.00,0.00,0.12,0.52,0.51,0.14,0.03,0.17,0.00,0.03,0.39,0.14,0.00,0.09,0.18,0.61,0.83,0.11,0.59,0.10,0.55,0.00,0.10,0.00,0.69,0.00,0.00,0.06,0.23,0.54,0.54,0.00,0.00,0.11,0.03,0.00,0.00,0.09,0.62,0.00,0.00,0.00,0.09,0.00,0.05,0.06,0.00,0.00
0.52,0.60,0.00,0.03,0.08,0.00,-0.00,0.62,0.00,0.13,0.00,0.65,0.61,0.10,0.23,0.00,0.00,0.56,0.00,0.00,0.14,0.06,0.00,0.02,0.21,0.57,0.00,0.00,0.09,0.08,0.08,0.08,0.00,0.09,0.00,0.02,0.69,0.01,0.10,0.00,0.00,0.51,0.65,0.00,0.00,0.22,0.48,0.00,0.00,0.19,0.10,0.00,0.02,0.00,0.00,0.15,0.14,0.00,0.13,0.00,0.69,0.00,0.00,0.07,0.00,0.00,0.07,0.60,0.19,0.03,0.06,0.04,0.00,0.07,0.00,0.00,0.11,0.57,0.02,0.27,0.00,-0.00,0.00,0.00,0.00,0.00,0.66,0.17,0.02,0.00,0.61,0.08,0.00,0.00,0.60,0.51,0.00,0.00,0.72,0.16,0.15,0.06,0.02,0.00,0.48,0.23,0.00,0.11,0.16,0.12,0.04,0.54,0.00,0.05,0.00,0.13,0.07,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.54,0.00,0.00,0.06,0.61,0.03,0.53,0.64,0.06,0.68,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.49,0.00,-0.00,0.11,0.00,0.00,0.18,0.00,0.54,0.00,0.00,0.09,0.79,0.67,0.11,0.00,0.04,0.05,0.01,0.62,0.07,0.07,0.11,0.00,0.58,0.72,0.10,0.64,0.00,0.44,0.00,0.11,0.24,0.51,0.04,0.00,0.00,0.00,0.60,0.60,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.10,0.00,0.00,0.00,0.00,0.12,-0.00,0.00,0.00
0.51,0.55,0.04,0.09,0.05,0.00,0.00,0.39,0.00,0.00,0.00,0.67,0.46,0.14,0.48,0.17,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.52,0.00,0.01,0.20,0.00,0.00,0.03,0.02,0.16,0.02,0.10,0.68,0.00,0.02,-0.00,0.02,0.69,0.62,0.02,0.00,0.00,0.64,0.05,0.00,0.02,0.22,0.11,0.00,0.00,0.00,0.03,0.00,0.06,0.00,0.04,0.73,0.00,0.08,0.10,0.00,0.03,0.04,0.55,0.00,0.00,0.00,-0.00,0.00,0.06,0.00,0.00,0.02,0.51,0.10,0.00,0.00,0.03,0.09,0.00,0.01,0.00,0.44,0.08,0.11,-0.00,0.58,0.26,0.17,0.15,0.52,0.48,0.22,0.00,0.63,0.06,0.00,0.07,0.00,0.12,0.64,0.00,0.00,0.01,0.00,0.00,0.00,0.62,0.10,0.07,0.00,0.18,0.00,0.00,0.00,0.06,0.00,0.04,0.68,0.01,0.45,0.07,0.02,0.03,0.59,0.09,0.63,0.48,0.02,0.57,0.00,0.12,0.00,0.00,0.11,0.02,0.00,0.00,0.01,0.44,0.00,0.10,0.00,0.00,0.00,0.02,0.00,0.44,-0.00,0.00,0.00,0.70,0.52,0.17,0.09,0.00,0.01,0.16,0.72,0.02,0.03,0.00,0.09,0.59,0.48,0.14,0.53,0.02,0.45,0.00,0.04,0.00,0.55,0.07,0.03,-0.00,0.00,0.45,0.70,0.00,0.00,0.00,0.13,0.00,0.06,0.02,0.48,0.17,0.00,0.18,0.00,0.06,0.05,0.09,0.17,0.00
0.00,0.00,0.91,0.83,0.00,0.00,0.15,0.10,0.02,0.00,0.00,0.02,0.17,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.02,0.00,0.81,0.00,0.00,0.00,0.00,0.10,0.05,0.00,0.77,0.00,0.17,0.06,0.08,0.00,0.02,1.06,0.88,1.01,0.06,0.00,0.84,0.01,0.00,0.70,0.64,0.01,0.97,0.00,0.08,0.08,0.09,0.90,1.06,0.98,0.69,0.04,0.00,0.05,0.67,0.00,0.00,0.86,0.00,0.00,0.00,0.05,1.03,0.06,0.05,0.00,0.93,0.03,0.00,0.18,0.92,0.05,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.79,0.00,1.09,0.06,0.00,0.99,0.00,0.02,0.70,0.03,0.08,0.78,0.81,0.13,0.03,0.00,0.00,0.00,0.00,0.04,0.00,-0.00,0.14,0.05,0.00,0.88,0.00,0.00,0.04,0.82,0.09,0.91,0.13,0.00,0.00,0.09,0.00,0.03,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,0.76,0.88,0.00,0.84,0.00,0.02,0.00,0.00,0.00,0.03,0.04,0.00,0.03,0.00,0.04,0.12,0.05,0.77,0.09,0.03,0.03,0.00,-0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.02,0.18,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.99,0.10,0.01,0.02,0.17,0.02,0.04,0.71,0.17,0.04,0.00,0.72,0.04,0.00,0.00,0.16,0.07,0.04,0.75,0.04,0.04,0.00,0.00,0.90,0.09,0.24,0.06,0.14
0.11,0.08,0.81,0.79,0.00,0.00,0.12,0.03,0.00,0.06,0.01,0.01,0.02,0.03,0.04,0.02,0.05,0.08,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.13,0.00,0.19,0.00,0.80,0.05,0.14,0.00,0.00,0.05,0.00,0.92,0.93,0.81,0.00,0.00,0.98,0.00,0.00,0.82,0.94,0.00,0.85,0.11,0.14,0.07,0.00,0.75,0.89,0.82,0.94,0.06,0.00,0.14,0.68,0.00,0.21,0.96,0.30,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.85,0.00,0.07,0.05,1.03,0.19,0.05,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.91,0.00,0.79,0.00,0.00,0.67,0.12,0.00,0.78,0.01,0.00,0.74,0.81,0.00,0.11,0.00,0.06,0.02,0.07,0.00,0.00,0.00,0.04,0.07,0.00,0.75,0.00,0.00,0.00,0.72,0.00,0.89,0.12,0.00,0.00,-0.00,0.02,0.00,0.06,0.00,0.02,0.00,0.00,0.00,0.07,0.00,0.03,0.00,1.07,0.77,0.09,0.74,0.00,-0.00,0.06,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.12,0.00,0.00,0.00,0.01,0.16,0.00,0.01,0.00,0.00,0.23,0.04,0.10,0.03,0.01,0.05,-0.00,0.67,0.00,0.88,0.00,0.01,0.00,0.08,0.00,0.00,0.87,0.00,0.00,0.00,0.87,0.00,0.02,0.09,0.00,0.14,0.11,0.90,0.00,0.00,0.05,0.00,0.86,0.03,0.00,0.19,0.00
0.00,0.00,0.79,0.93,0.01,0.01,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.10,0.01,0.08,0.00,-0.00,0.00,0.88,0.00,0.00,0.00,0.09,0.03,0.23,0.05,0.81,0.09,0.00,0.00,0.02,0.00,0.15,0.97,0.82,0.91,-0.00,0.07,0.91,0.00,0.00,0.95,0.74,0.05,0.84,0.05,0.00,0.03,-0.00,0.95,1.00,0.68,0.79,0.00,0.00,0.05,0.91,0.14,0.00,0.77,0.00,0.07,0.11,0.00,0.90,0.00,0.07,0.00,0.64,0.00,0.01,0.12,0.96,0.00,0.17,0.00,0.00,0.04,0.00,0.00,0.00,0.12,0.79,0.02,0.67,0.02,0.17,0.78,0.14,0.02,0.96,0.08,0.00,1.01,0.86,0.14,0.03,0.17,0.05,0.13,0.12,0.04,0.00,0.00,0.00,0.06,0.01,0.90,0.00,0.00,0.00,0.77,0.00,0.76,0.18,0.23,0.01,0.00,0.18,0.01,0.10,0.11,0.00,0.14,0.06,0.18,0.00,0.01,0.00,0.00,0.77,0.89,0.06,0.78,0.05,0.00,0.07,0.05,0.00,0.00,0.00,0.09,0.12,0.03,0.00,0.02,0.00,0.74,0.00,0.00,0.10,0.09,0.00,0.00,0.00,0.06,0.00,0.02,0.10,0.00,0.00,0.00,0.12,0.10,-0.00,0.00,0.90,0.00,0.76,0.00,0.06,0.07,0.00,-0.00,0.05,0.82,0.02,0.01,0.23,0.91,0.05,0.17,0.01,0.00,0.06,0.00,0.76,0.00,0.18,0.02,0.00,0.94,0.00,0.00,0.04,0.00
0.00,0.00,0.00,0.06,1.02,0.86,0.07,0.94,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.68,0.06,0.87,0.00,0.00,-0.00,0.08,0.00,0.95,0.94,1.02,0.00,0.84,1.06,-0.00,0.00,0.00,0.00,0.00,1.03,0.18,0.00,0.01,0.90,0.00,0.08,0.07,0.96,-0.00,0.79,0.05,0.00,0.24,0.05,0.10,0.10,0.00,0.00,0.06,0.22,0.00,0.06,0.07,0.05,0.00,0.06,0.88,0.00,0.01,0.94,-0.00,0.00,0.07,0.00,0.00,0.02,0.94,0.00,0.06,0.07,0.00,0.00,0.00,0.15,0.00,0.92,0.92,1.12,0.06,0.22,0.00,0.73,0.84,-0.00,0.14,0.05,0.97,0.93,0.00,0.79,0.90,0.03,0.85,0.01,0.77,0.02,0.88,0.88,0.04,-0.00,-0.00,0.95,0.05,0.00,0.00,0.79,0.00,0.85,0.10,0.18,0.09,0.00,0.03,0.18,0.93,1.13,0.16,0.00,0.93,0.13,0.81,0.06,0.03,1.04,0.05,0.90,0.11,0.00,0.84,0.11,0.04,0.96,0.00,0.05,0.00,0.06,0.00,0.00,0.05,0.00,0.00,0.01,0.04,0.00,0.04,0.00,0.16,1.08,0.11,0.13,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.25,0.02,0.00,0.00,0.10,0.00,0.81,0.08,0.15,0.00,0.09,1.11,1.16,0.90,0.85,0.88,0.01,0.80,0.00,0.20,0.00,0.00,0.07,0.01,0.02,0.04,0.00,0.05,0.06,0.00,0.15,0.00,0.00,0.04,0.96
0.00,0.00,0.00,0.04,0.95,1.08,0.13,0.96,0.00,0.00,0.00,0.12,0.05,0.00,0.07,0.98,0.00,0.82,0.09,-0.00,0.06,0.00,0.09,0.93,0.93,1.01,0.00,0.99,0.88,0.05,0.00,0.01,0.00,0.00,0.82,0.04,0.01,0.00,0.81,0.00,0.05,0.04,0.84,0.06,1.06,0.13,0.00,0.00,0.00,0.04,0.00,0.00,0.00,-0.00,0.00,0.20,0.00,0.13,0.15,0.01,0.05,0.82,0.00,0.00,1.15,0.13,0.03,0.00,0.00,0.07,0.20,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.92,0.90,0.93,0.17,0.00,0.02,1.00,0.80,0.03,0.00,0.03,0.94,0.94,0.00,0.91,0.92,0.00,1.08,0.00,0.96,0.00,0.96,0.91,0.00,0.00,0.12,0.86,0.00,0.00,0.00,0.87,0.02,0.90,0.00,0.00,0.00,0.02,0.00,0.02,0.94,0.91,0.00,0.00,0.96,0.00,0.81,0.00,0.09,0.77,0.02,0.90,0.22,0.09,0.90,0.09,0.13,1.03,0.00,0.10,0.00,0.00,0.03,0.00,0.04,0.13,0.08,0.04,0.00,0.18,0.03,0.00,0.00,0.83,0.02,0.00,0.00,0.06,0.20,0.12,0.15,0.00,0.02,0.99,0.00,0.00,0.03,0.13,0.06,0.07,0.00,0.16,0.75,0.28,0.00,0.00,0.00,0.84,1.00,0.75,0.96,0.95,0.00,1.02,0.00,0.10,0.00,0.00,0.06,0.03,0.00,0.07,0.20,0.13,0.11,0.02,0.10,0.00,0.00,0.00,0.79
0.06,0.08,-0.00,0.09,0.69,0.89,0.00,0.93,0.05,0.10,0.00,0.03,0.00,0.00,0.00,1.01,0.01,1.04,0.06,0.00,0.00,0.19,0.00,0.92,0.92,1.00,0.00,0.91,0.84,0.00,0.05,0.00,0.11,0.00,0.87,0.01,0.00,0.01,0.88,0.19,0.00,0.10,0.80,0.10,0.82,0.00,0.10,0.00,0.11,0.02,0.02,0.00,0.16,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.02,0.00,1.02,0.02,0.03,0.17,0.00,0.09,0.00,0.97,0.08,0.05,0.03,0.07,0.00,0.03,0.27,0.20,1.04,0.91,0.87,0.00,0.07,0.01,0.97,1.01,0.00,0.10,0.00,0.82,0.72,0.14,0.86,1.12,0.12,0.90,0.11,1.04,0.01,0.94,0.95,0.00,0.21,0.02,0.91,0.00,0.00,0.00,0.81,0.04,1.02,0.07,0.00,0.00,0.00,0.06,0.00,0.76,1.02,0.00,0.02,0.83,0.00,0.91,0.00,0.06,0.79,-0.00,0.97,0.01,0.11,0.85,0.01,0.00,0.77,0.04,0.00,0.02,0.17,0.00,0.00,0.00,-0.00,0.01,0.01,0.00,0.06,0.00,0.00,0.00,0.87,0.10,0.00,0.03,0.00,0.00,0.00,0.05,0.00,-0.00,0.96,0.00,0.17,0.00,0.15,0.00,0.01,0.00,0.00,0.65,-0.00,0.02,0.07,0.09,0.99,0.67,1.00,1.14,0.92,0.11,0.91,0.00,0.00,0.00,0.00,0.26,0.13,0.13,0.00,0.13,0.01,0.00,0.12,0.01,0.06,0.00,0.00,0.93
0.71,0.50,0.00,0.00,0.00,0.21,0.00,0.52,0.00,0.00,0.20,0.63,0.62,0.02,0.54,0.11,0.00,0.56,0.00,0.03,0.00,0.07,0.00,0.05,0.03,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,-0.00,0.09,0.58,0.00,0.21,0.00,0.01,0.50,0.47,0.12,0.04,0.08,0.61,0.03,0.07,0.07,-0.00,0.00,0.14,0.23,0.00,0.13,0.06,0.02,0.00,0.00,0.55,0.00,0.18,0.00,0.06,0.06,0.00,0.44,0.01,0.10,0.10,0.00,0.01,0.01,0.00,0.07,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.00,0.50,0.00,0.14,0.00,0.51,0.00,0.00,0.04,0.64,0.49,0.02,-0.00,0.59,0.00,0.00,0.04,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.29,0.67,0.00,0.12,0.00,0.00,0.09,0.00,0.04,0.00,0.06,0.00,0.62,0.00,0.74,0.00,0.00,0.00,0.52,0.00,0.65,0.49,0.08,0.77,0.03,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.07,0.09,0.02,0.09,0.00,-0.00,0.57,0.02,0.00,0.07,0.52,0.50,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.12,0.00,0.14,0.49,0.57,0.00,0.42,0.00,0.46,0.06,-0.00,0.07,0.49,0.14,0.00,0.07,0.21,0.67,0.60,0.05,0.00,0.04,0.02,0.00,-0.00,0.00,0.55,0.22,-0.00,0.00,0.29,0.06,0.00,0.00,0.00,0.00
