0.72,0.75,0.00,0.00,-0.00,0.00,0.01,0.00,0.00,0.00,0.75,0.79,0.03,0.01,0.01,0.00,0.00,0.00,0.75,0.69,0.00,0.02,0.79,0.00,0.00,0.00,0.77,0.00,0.00,-0.00,0.02,-0.00,0.02,-0.00,0.03,0.01,0.00,0.00,0.03,-0.00,0.01,0.00,0.02,-0.00,0.01,0.71,0.02,0.01,0.04,0.73,0.01,0.78,0.00,0.02,0.02,0.75,0.06,0.72,0.00,0.01,0.02,0.00,0.00,0.74,0.04,0.76,0.03,0.00,0.01,0.00,0.00,0.02,0.04,-0.00,0.06,-0.00,0.00,0.76,0.01,0.03,0.01,0.00,0.74,0.00,0.02,0.03,0.02,0.78,0.77,0.00,0.00,0.76,0.03,0.76,0.00,0.00,0.00,0.75,0.01,0.00,0.00,0.00,0.02,-0.00,0.00,0.02,0.00,0.77,0.00,0.74,0.00,0.00,0.03,0.00,0.00,0.75,0.01,0.00,0.02,0.00,0.77,0.00,0.00,0.75,-0.00,0.01,0.02,0.77,0.01,0.06,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.78,0.73,0.04,0.00,0.03,0.01,0.01,0.00,0.75,0.04,0.00,0.00,0.76,0.00,0.01,0.00,0.03,0.04,0.05,0.02,-0.00,0.02,0.00,0.03,0.02,0.00,0.00,0.01,-0.00,0.74,0.05,0.00,0.03,0.71,0.00,0.00,0.78,0.00,0.00,0.73,0.04,0.00,0.00,0.04,0.77,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.80,0.00,0.00,0.03,0.01,0.02,0.02
0.77,0.78,0.03,0.04,0.00,0.02,0.01,0.01,0.00,0.06,0.73,0.75,0.02,0.01,0.03,0.00,0.00,0.00,0.77,0.73,0.01,0.02,0.74,0.00,0.00,0.00,0.77,0.01,0.04,0.02,0.03,0.01,0.00,0.01,0.02,0.00,0.02,0.01,0.00,0.00,0.02,-0.00,0.00,0.00,0.02,0.75,0.03,0.00,0.00,0.70,0.00,0.75,0.00,0.00,0.00,0.75,0.00,0.72,0.03,0.00,0.00,0.00,0.00,0.78,0.00,0.76,0.00,0.01,0.01,0.00,0.00,0.00,-0.00,0.02,0.00,0.00,0.03,0.79,0.04,0.01,0.01,0.08,0.75,0.03,0.06,0.01,0.00,0.76,0.76,0.05,0.00,0.80,0.00,0.77,0.00,0.05,0.01,0.75,0.00,0.00,-0.00,0.00,0.06,0.00,0.00,0.00,0.03,0.73,0.02,0.75,0.00,0.01,0.02,0.03,0.01,0.72,0.00,0.02,0.01,0.00,0.78,0.00,0.02,0.78,0.03,0.02,-0.00,0.79,0.04,0.00,0.03,0.76,0.00,0.01,0.00,0.05,0.00,0.00,0.03,0.02,0.76,0.73,0.77,0.01,-0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.06,0.02,0.01,0.01,0.00,0.05,0.00,0.00,0.01,0.02,0.00,0.00,0.73,0.02,0.05,0.01,0.76,-0.00,0.00,0.71,0.00,0.00,0.76,0.01,0.00,-0.00,0.00,0.74,0.00,0.00,0.01,0.00,-0.00,0.00,0.03,0.78,0.00,0.00,0.04,0.03,0.00,0.00
0.76,0.72,0.03,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.76,0.78,0.05,0.05,0.00,0.00,0.00,0.01,0.74,0.72,0.03,0.01,0.73,0.03,-0.00,0.00,0.73,-0.00,0.02,0.00,0.00,0.01,0.05,-0.00,-0.00,0.02,0.01,0.02,-0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.71,0.04,0.00,0.01,0.78,-0.00,0.73,0.00,0.02,0.00,0.76,0.03,0.74,0.00,0.01,0.00,0.02,0.00,0.74,0.00,0.73,0.00,0.00,0.02,0.02,0.01,-0.00,0.00,0.00,0.00,0.06,0.00,0.75,0.00,0.02,0.00,0.00,0.73,0.03,0.00,0.03,-0.00,0.77,0.78,0.04,0.01,0.77,0.02,0.77,0.01,0.00,0.06,0.72,0.02,0.01,0.00,0.00,0.00,0.00,0.00,-0.00,0.04,0.74,0.03,0.70,0.01,-0.00,0.02,-0.00,0.04,0.77,0.05,0.04,0.00,0.04,0.79,0.00,0.00,0.77,0.00,0.00,0.03,0.80,0.04,0.03,0.01,0.77,0.02,0.00,0.00,0.01,0.00,0.02,0.00,0.04,0.75,0.73,0.76,0.00,0.02,0.00,0.00,0.03,0.00,0.78,0.04,0.01,0.00,0.78,-0.00,0.04,0.04,0.03,0.04,-0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.06,0.74,0.04,0.00,-0.00,0.80,0.01,0.02,0.69,0.00,0.00,0.76,0.02,0.00,0.00,0.02,0.77,0.00,0.03,0.02,0.04,0.00,0.00,0.02,0.74,0.00,0.01,0.00,0.00,0.00,0.01
0.00,0.00,0.83,0.85,0.00,0.00,0.85,0.82,0.77,0.06,0.82,0.85,0.02,0.00,0.01,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.05,0.80,0.02,0.85,0.83,0.00,0.02,0.02,-0.00,0.00,0.00,0.00,0.85,0.00,0.01,0.00,0.00,0.00,0.00,0.78,0.04,0.00,0.79,0.03,0.00,0.01,0.03,0.00,0.05,0.00,-0.00,0.04,0.03,0.00,0.00,0.00,0.00,0.82,0.04,0.00,0.83,0.80,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.02,0.01,0.02,0.85,0.00,0.02,0.84,0.04,0.81,0.02,0.00,0.84,0.00,0.00,-0.00,0.00,0.00,-0.00,0.02,0.00,0.00,0.00,0.85,0.82,0.00,0.00,0.00,0.00,-0.00,0.02,0.82,0.83,0.81,0.00,-0.00,0.00,0.01,0.00,0.82,0.81,0.84,0.00,0.00,0.85,0.82,0.00,0.03,0.05,0.02,0.00,0.80,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.81,0.00,0.00,0.00,-0.00,0.00,-0.00,0.03,0.82,0.01,0.00,0.03,0.80,0.00,0.00,0.00,0.03,0.01,-0.00,0.00,0.76,0.00,0.00,0.03,0.05,-0.00,0.00,0.02,0.03,0.03,0.04,-0.00,0.00,0.02,0.01,-0.00,0.00,0.00,0.00,0.01,0.83,0.00,0.03,0.02,0.00,0.00,0.84,0.82,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00
0.00,0.00,0.81,0.82,0.00,0.04,0.84,0.83,0.88,0.00,0.82,0.84,0.02,0.00,0.01,0.00,0.01,0.00,0.00,0.02,0.02,-0.00,0.00,0.00,0.01,0.00,0.00,0.81,0.00,0.81,0.79,0.00,0.01,0.02,0.00,0.00,0.00,0.02,0.84,0.00,0.00,0.01,0.03,0.04,0.00,0.83,0.00,0.00,0.85,0.04,0.00,0.00,0.00,0.01,0.01,0.02,0.07,-0.00,0.00,0.00,0.02,0.00,0.00,0.86,0.01,0.00,0.82,0.78,0.00,0.03,0.00,0.00,0.05,-0.00,0.02,0.00,0.04,0.01,0.00,-0.00,0.84,-0.00,0.00,0.86,0.03,0.86,0.00,0.02,0.82,0.00,0.04,0.05,0.00,0.04,0.01,0.06,0.00,0.00,0.00,0.85,0.83,-0.00,0.00,0.00,0.00,-0.00,0.01,0.84,0.80,0.83,-0.00,0.00,0.00,-0.00,0.00,0.83,0.78,0.84,0.00,0.00,0.87,0.86,0.01,0.00,0.00,0.00,0.02,0.83,0.00,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,-0.00,0.00,0.02,0.00,0.00,0.02,0.81,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.84,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.83,0.01,0.02,0.02,0.00,0.00,0.01,0.02,0.04,0.06,-0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.84,0.03,-0.00,0.03,0.00,0.00,0.84,0.83,0.00,0.02,0.00,0.04,0.01,-0.00,0.01,0.00
0.06,0.01,0.82,0.88,0.00,0.03,0.82,0.83,0.84,0.00,0.84,0.81,0.00,0.00,0.05,0.04,-0.00,0.00,0.01,0.00,-0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.83,0.00,0.83,0.83,0.04,0.02,0.02,0.02,0.07,0.00,0.00,0.82,0.01,0.01,0.01,0.03,0.00,0.02,0.83,0.02,0.00,0.85,0.01,0.01,-0.00,0.04,-0.00,0.03,0.00,-0.00,0.02,0.02,0.02,0.00,0.00,0.00,0.84,0.00,0.00,0.86,0.82,0.01,0.03,0.05,0.01,0.00,0.00,0.00,-0.00,0.03,-0.00,0.05,-0.00,0.84,0.01,0.00,0.78,0.01,0.84,0.01,0.00,0.85,0.02,0.00,0.03,0.03,0.00,0.00,0.00,0.02,0.00,0.00,0.83,0.83,0.00,0.00,0.00,0.04,-0.00,0.00,0.86,0.82,0.81,0.03,-0.00,0.04,0.00,0.00,0.85,0.79,0.82,0.00,0.00,0.83,0.83,-0.00,-0.00,0.00,0.01,-0.00,0.83,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.03,0.00,-0.00,0.02,0.00,0.82,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,0.86,-0.00,0.00,0.02,0.81,0.02,0.01,0.00,0.00,0.00,0.02,0.02,0.82,0.02,0.02,0.00,-0.00,0.02,0.02,0.04,0.03,-0.00,-0.00,0.00,-0.00,0.01,0.01,0.00,0.04,0.00,0.00,0.00,0.84,0.00,0.01,0.02,-0.00,0.03,0.83,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00
0.01,0.02,0.00,0.04,0.82,0.80,0.03,0.79,-0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.02,-0.00,0.02,0.00,0.03,0.02,0.00,0.00,0.80,0.82,0.80,0.85,0.01,0.79,0.00,0.00,0.81,0.01,0.02,0.00,0.00,0.00,-0.00,-0.00,0.00,0.04,0.04,0.03,0.02,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.82,0.02,0.00,0.01,0.00,-0.00,0.01,0.77,0.00,0.00,0.02,0.01,0.85,0.00,0.01,0.00,0.00,0.00,0.81,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.01,0.00,0.82,0.01,0.00,-0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.01,0.02,0.02,-0.00,0.01,0.00,0.86,0.00,0.00,0.79,0.01,0.02,0.85,0.00,0.03,0.02,-0.00,0.00,0.00,0.00,0.82,0.00,0.01,0.81,0.02,-0.00,0.00,0.02,0.78,0.01,0.01,0.82,-0.00,0.82,0.00,0.03,0.00,-0.00,0.02,0.00,0.00,0.01,0.01,0.02,0.00,0.80,0.84,0.80,0.00,0.79,0.84,-0.00,0.00,0.03,0.01,0.81,-0.00,0.00,0.00,0.03,0.06,0.84,-0.00,0.00,0.00,0.83,0.00,0.80,0.05,0.02,0.00,0.01,0.00,0.81,0.00,0.02,0.79,0.04,0.00,0.00,0.79,0.03,0.04,0.01,0.00,0.04,0.00,0.00,0.01,0.00,-0.00,0.83,0.02,0.00,0.00,0.78,0.00,0.03,0.02,0.04,0.00,0.80,0.00
0.05,0.00,0.00,0.00,0.83,0.79,0.00,0.78,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.04,0.00,0.00,0.00,0.01,0.80,0.82,0.83,0.79,0.03,0.80,0.00,0.02,0.81,0.00,0.00,0.00,0.01,0.00,0.06,0.00,0.00,-0.00,0.01,0.00,0.00,0.00,0.03,-0.00,0.01,0.00,0.00,0.04,0.03,0.82,0.00,0.00,0.00,0.00,0.01,0.00,0.81,-0.00,0.00,0.00,-0.00,0.81,-0.00,0.01,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.02,0.01,0.00,0.04,0.00,0.79,0.02,0.00,0.00,0.81,0.02,0.00,0.00,0.00,0.02,-0.00,0.79,0.02,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.79,0.00,0.00,0.77,0.00,0.00,-0.00,0.00,0.00,0.06,0.00,0.84,0.00,0.00,0.80,0.00,0.00,0.00,0.03,0.81,0.02,0.00,0.81,0.00,0.82,0.00,0.00,0.00,0.02,0.01,-0.00,0.02,0.00,0.03,0.00,0.00,0.81,0.77,0.85,0.00,0.79,0.81,0.02,0.00,0.00,0.00,0.82,0.03,0.02,0.03,0.02,0.02,0.79,0.00,0.00,0.00,0.79,0.00,0.79,0.02,0.02,-0.00,0.05,0.00,0.84,0.00,0.00,0.81,-0.00,0.00,0.00,0.80,0.01,0.00,-0.00,0.02,-0.00,0.03,0.01,-0.00,0.03,0.03,0.85,-0.00,0.04,0.00,0.79,0.00,0.00,0.02,0.00,0.02,0.77,0.00
0.00,0.00,-0.00,0.00,0.81,0.80,0.01,0.84,0.00,0.01,0.00,0.00,0.02,0.02,0.01,0.01,0.00,0.01,-0.00,0.00,0.00,0.02,-0.00,0.00,0.00,0.82,0.82,0.80,0.80,0.02,0.83,-0.00,0.00,0.80,0.00,0.03,0.03,0.00,0.01,0.00,0.01,-0.00,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00,-0.00,0.00,0.00,0.06,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.00,0.00,0.01,0.04,0.81,0.00,0.01,0.00,0.00,0.00,0.76,0.00,-0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.04,0.83,0.00,0.04,0.01,0.00,0.00,0.01,0.78,0.00,-0.00,0.03,0.00,0.02,0.00,0.01,0.07,0.00,-0.00,0.79,0.05,0.01,0.81,0.01,-0.00,0.81,0.00,0.00,0.00,-0.00,0.00,0.01,0.00,0.80,0.01,0.00,0.79,-0.00,0.01,0.04,0.03,0.85,0.00,0.00,0.84,0.00,0.82,0.04,0.00,0.00,0.02,0.01,0.00,0.02,-0.00,0.04,0.04,0.00,0.79,0.82,0.82,0.00,0.78,0.82,0.02,0.00,0.00,0.00,0.80,0.00,0.01,0.00,0.04,0.02,0.81,0.02,0.00,0.01,0.85,0.00,0.82,0.00,0.03,0.01,0.02,0.00,0.75,0.03,0.00,0.82,0.00,0.00,0.01,0.82,0.00,0.03,-0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.76,0.00,0.03,0.00,0.80,0.02,0.01,0.00,0.00,0.01,0.81,0.02
0.00,0.00,0.00,0.01,0.84,0.78,0.00,0.82,0.01,0.00,0.02,0.00,0.00,0.02,0.00,0.02,0.00,-0.00,0.00,0.04,-0.00,0.01,0.00,0.03,0.02,0.87,0.83,0.81,0.82,-0.00,0.81,0.01,0.00,0.76,0.00,0.00,0.00,0.02,0.00,-0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.02,-0.00,0.01,0.84,0.00,0.01,0.00,0.00,0.01,0.00,0.82,-0.00,0.00,0.05,0.01,0.81,0.05,0.01,0.00,-0.00,0.00,0.78,0.02,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.81,0.00,-0.00,0.02,0.82,0.00,0.02,0.03,0.00,0.01,-0.00,0.80,0.02,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.02,0.80,0.00,0.01,0.82,0.01,0.00,0.81,0.03,0.04,0.01,0.00,0.01,0.01,0.01,0.79,0.00,0.00,0.81,0.00,-0.00,0.02,0.03,0.81,0.02,0.02,0.84,0.04,0.84,0.00,0.00,0.00,0.01,0.02,0.06,0.04,0.02,0.01,0.00,0.00,0.83,0.82,0.77,0.04,0.79,0.82,0.00,-0.00,0.02,0.03,0.80,0.04,0.02,0.00,0.00,0.00,0.80,0.02,0.00,0.01,0.76,0.02,0.78,0.00,-0.00,0.00,-0.00,0.04,0.81,0.00,0.01,0.86,0.00,0.02,0.02,0.81,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.02,0.00,0.80,0.00,0.03,0.01,0.81,0.02,0.03,0.01,0.03,0.01,0.75,0.01
